provincia;municipio;distrito;seccion;mesa;apellido_desde;apellido_hasta;nombre_colegio;direccion
HUESCA;HUESCA;6;4;U;A;Z;POLIDEPORTIVO DEL I.E.S. RAMON Y CAJAL;CALLE MENENDEZ PIDAL 20
HUESCA;HUESCA;7;1;A;A;E;POLIDEPORTIVO DEL COLEGIO JUAN XXIII;CALLE SANTO CRISTO DE LOS MILAGROS 21
HUESCA;HUESCA;7;1;B;F;M;POLIDEPORTIVO DEL COLEGIO JUAN XXIII;CALLE SANTO CRISTO DE LOS MILAGROS 21
HUESCA;HUESCA;7;1;C;N;Z;POLIDEPORTIVO DEL COLEGIO JUAN XXIII;CALLE SANTO CRISTO DE LOS MILAGROS 21
HUESCA;HUESCA;7;2;A;A;E;POLIDEPORTIVO DEL COLEGIO JUAN XXIII;CALLE SANTO CRISTO DE LOS MILAGROS 21
HUESCA;HUESCA;7;2;B;F;M;POLIDEPORTIVO DEL COLEGIO JUAN XXIII;CALLE SANTO CRISTO DE LOS MILAGROS 21
HUESCA;HUESCA;7;2;C;N;Z;POLIDEPORTIVO DEL COLEGIO JUAN XXIII;CALLE SANTO CRISTO DE LOS MILAGROS 21
HUESCA;HUESCA;7;3;A;A;K;POLIDEP.FACULTAD CIENCIAS HUMANAS Y EDUC.;CALLE VALENTIN CARDERERA 4
HUESCA;HUESCA;7;3;B;L;Z;POLIDEP.FACULTAD CIENCIAS HUMANAS Y EDUC.;CALLE VALENTIN CARDERERA 4
HUESCA;HUESCA;7;4;A;A;K;POLIDEP.FACULTAD CIENCIAS HUMANAS Y EDUC.;CALLE VALENTIN CARDERERA 4
HUESCA;HUESCA;7;4;B;L;Z;POLIDEP.FACULTAD CIENCIAS HUMANAS Y EDUC.;CALLE VALENTIN CARDERERA 4
HUESCA;HUESCA;8;2;A;A;K;POLIDEP.FACULTAD CIENCIAS HUMANAS Y EDUC.;CALLE VALENTIN CARDERERA 4
HUESCA;HUESCA;8;2;B;L;Z;POLIDEP.FACULTAD CIENCIAS HUMANAS Y EDUC.;CALLE VALENTIN CARDERERA 4
HUESCA;HUESCA;8;3;U;A;Z;POLIDEPORTIVO DEL I.E.S. RAMON Y CAJAL;CALLE MENENDEZ PIDAL 20
HUESCA;HUESCA;8;4;A;A;E;BAJOS DEL CIRCULO OSCENSE;PLAZA NAVARRA 4
HUESCA;HUESCA;8;4;B;F;M;BAJOS DEL CIRCULO OSCENSE;PLAZA NAVARRA 4
HUESCA;HUESCA;8;4;C;N;Z;BAJOS DEL CIRCULO OSCENSE;PLAZA NAVARRA 4
HUESCA;IBIECA;1;1;U;A;Z;ESCUELA MIXTA;CALLE CARRETERA 1
HUESCA;IGRIES;1;1;U;A;Z;EDIFICIO DEL MULTISERVICIO RURAL.YEQUEDA;AVDA MONTEARAGON 1
HUESCA;ILCHE;1;1;U;A;Z;SALON DE ACTOS DEL AYUNTAMIENTO;CALLE PAZ (LA) 1
HUESCA;ISABENA;1;1;U;A;Z;COLEGIO PUBLICO;CTRA CARRETERA A SAN ESTEBAN DEL MALL S/N
HUESCA;JACA;1;1;A;A;J;CENTRO DE OCIO JUVENIL;PLAZA ANGEL (DEL) S/N
HUESCA;JACA;1;1;B;K;Z;CENTRO DE OCIO JUVENIL;PLAZA ANGEL (DEL) S/N
HUESCA;JACA;1;2;A;A;I;PALACIO DE CONGRESOS PUERTA 1;AVDA JUAN XXIII 17
HUESCA;JACA;1;2;B;J;Z;PALACIO DE CONGRESOS PUERTA 1;AVDA JUAN XXIII 17
HUESCA;JACA;1;3;A;A;G;CENTRO DE OCIO JUVENIL;PLAZA ANGEL (DEL) S/N
HUESCA;JACA;1;3;B;H;Z;CENTRO DE OCIO JUVENIL;PLAZA ANGEL (DEL) S/N
HUESCA;JACA;1;4;A;A;K;PALACIO DE CONGRESOS PUERTA 1;AVDA JUAN XXIII 17
HUESCA;JACA;1;4;B;L;Z;PALACIO DE CONGRESOS PUERTA 1;AVDA JUAN XXIII 17
HUESCA;JACA;1;5;A;A;I;POLIDEPORTIVO MONTE OROEL;CALLE ESTACION (DE LA) 4
HUESCA;JACA;1;5;B;J;Z;POLIDEPORTIVO MONTE OROEL;CALLE ESTACION (DE LA) 4
HUESCA;JACA;1;6;A;A;K;POLIDEPORTIVO SAN JUAN DE LA PEA;CALLE DOCTOR ENRIQUE BALCELLS (DEL) 4
HUESCA;JACA;1;6;B;L;Z;POLIDEPORTIVO SAN JUAN DE LA PEA;CALLE DOCTOR ENRIQUE BALCELLS (DEL) 4
HUESCA;JACA;1;7;A;A;K;POLIDEPORTIVO SAN JUAN DE LA PEA;CALLE DOCTOR ENRIQUE BALCELLS (DEL) 4
HUESCA;JACA;1;7;B;L;Z;POLIDEPORTIVO SAN JUAN DE LA PEA;CALLE DOCTOR ENRIQUE BALCELLS (DEL) 4
HUESCA;JACA;1;8;A;A;F;POLIDEPORTIVO MONTE OROEL;CALLE ESTACION (DE LA) 4
HUESCA;JACA;1;8;B;G;M;POLIDEPORTIVO MONTE OROEL;CALLE ESTACION (DE LA) 4
HUESCA;JACA;1;8;C;N;Z;POLIDEPORTIVO MONTE OROEL;CALLE ESTACION (DE LA) 4
HUESCA;JASA;1;1;U;A;Z;SALA MULTIUSOS;CALLE SAN PEDRO 12
HUESCA;LABUERDA;1;1;U;A;Z;CASA CONSISTORIAL-PLANTA BAJA;CALLE RAMON CALVERA 6
HUESCA;LALUENGA;1;1;U;A;Z;SALA DE ESPERA DEL CONSULTORIO MEDICO;CALLE MAYOR 5
HUESCA;LALUEZA;1;1;A;A;Z;SALA DE EXPOSICIONES-BAJOS AYUNTAMIENTO;PASEO COMENGE 7
HUESCA;LALUEZA;1;1;B;A;Z;SALON MULTIUSOS-PLANTA BAJA;CALLE MAYOR 1 (SAN LORENZO DEL FLUMEN)
HUESCA;LANAJA;1;1;A;A;E;CASA CONSISTORIAL;PLAZA MAYOR 8
HUESCA;LANAJA;1;1;B;F;Z;CASA CONSISTORIAL;PLAZA MAYOR 8
HUESCA;LAPERDIGUERA;1;1;U;A;Z;CENTRO SOCIAL. LAPERDIGUERA;CALLE MAYOR S/N
HUESCA;LASCELLAS-PONZANO;1;1;U;A;Z;CENTRO SOCIAL DE PONZANO;CALLE BAJA (LASCELLAS) 10
HUESCA;LASCUARRE;1;1;U;A;Z;CENTRO SOCIAL;CALLE BARRANCO 10
HUESCA;LASPAULES;1;1;U;A;Z;AYUNTAMIENTO. LASPAULES;PLAZA GIL SASTRE S/N
HUESCA;LASPUA;1;1;U;A;Z;CASA CONSISTORIAL. LASPUA;CALLE BELLAVISTA 1
HUESCA;LOARRE;1;1;U;A;Z;AULA DIDACTICA-BIBLIOTECA DE LOARRE;CALLE FUENTE 2
HUESCA;LOPORZANO;1;1;U;A;Z;SALON DE PLENOS AYUNTAMIENTO LOPORZANO;CALLE IGLESIA (LA) 4
HUESCA;LOSCORRALES;1;1;U;A;Z;CENTRO CIVICO CULTURAL-AYUNTAMIENTO;PLAZA MAYOR 6
HUESCA;LUPIEN-ORTILLA;1;1;U;A;Z;BIBLIOTECA PUBLICA-LUPIEN;PLAZA TORRAZA 1
HUESCA;MONESMA Y CAJIGAR;1;1;U;A;Z;CASA CONSISTORIAL. CAJIGAR;CALLE MAYOR 3
HUESCA;MONFLORITE-LASCASAS;1;1;U;A;Z;SALA DE LUDOTECA CASTILLO MONFLORITE;CALLE CASTILLO 8
HUESCA;MONTANUY;1;1;U;A;Z;ESCUELAS PUBLICAS DE MONTANUY;CALLE MAYOR (MONTANUY) S/N
HUESCA;MONZON;1;1;A;A;K;CENTRO SOCIAL;PLAZA SANTO DOMINGO 6
HUESCA;MONZON;1;1;B;L;Z;CENTRO SOCIAL;PLAZA SANTO DOMINGO 6
HUESCA;MONZON;1;2;U;A;Z;CENTRO SOCIAL;PLAZA SANTO DOMINGO 6
HUESCA;MONZON;1;3;U;A;Z;COLEGIO MINTE;CALLE VALENCIA 18
HUESCA;MONZON;1;4;A;A;K;COLEGIO PUBLICO JOAQUIN COSTA;CALLE JOAQUIN PANO 16
HUESCA;MONZON;1;4;B;L;Z;COLEGIO PUBLICO JOAQUIN COSTA;CALLE JOAQUIN PANO 16
HUESCA;MONZON;1;5;A;A;K;ASOCIACION DE VECINOS;CALLE HUESCA 34
HUESCA;MONZON;1;5;B;L;Z;ASOCIACION DE VECINOS;CALLE HUESCA 34
HUESCA;MONZON;1;6;A;A;L;COLEGIO PUBLICO ARAGON;CALLE CALVARIO 11
HUESCA;MONZON;1;6;B;M;Z;COLEGIO PUBLICO ARAGON;CALLE CALVARIO 11
HUESCA;MONZON;1;7;U;A;Z;CASA DE LA CULTURA;CALLE BLAS SORRIBAS 10
HUESCA;MONZON;1;8;A;A;I;CENTRO DE DIA 3»EDAD;PLAZA SAN JUAN 30
HUESCA;MONZON;1;8;B;J;Z;CENTRO DE DIA 3»EDAD;PLAZA SAN JUAN 30
HUESCA;MONZON;1;9;A;A;K;COLEGIO PUBLICO JOAQUIN COSTA;AVDA GOYA 2
HUESCA;MONZON;1;9;B;L;Z;COLEGIO PUBLICO JOAQUIN COSTA;AVDA GOYA 2
HUESCA;MONZON;1;10;A;A;E;ESCUELAS SALESIANAS;PASEO SAN JUAN BOSCO 61
HUESCA;MONZON;1;10;B;F;N;ESCUELAS SALESIANAS;PASEO SAN JUAN BOSCO 61
HUESCA;MONZON;1;10;C;O;Z;ESCUELAS SALESIANAS;PASEO SAN JUAN BOSCO 61
HUESCA;MONZON;1;11;A;A;E;"CENTRO DE EDUCACION ESPECIAL ""LA ALEGRIA""";CALLE CINCA S/N
HUESCA;MONZON;1;11;B;F;M;"CENTRO DE EDUCACION ESPECIAL ""LA ALEGRIA""";CALLE CINCA S/N
HUESCA;MONZON;1;11;C;N;Z;"CENTRO DE EDUCACION ESPECIAL ""LA ALEGRIA""";CALLE CINCA S/N
HUESCA;NAVAL;1;1;U;A;Z;COLEGIO PUBLICO DE NAVAL;CALLE DANIEL BALLARIN 16
HUESCA;NOVALES;1;1;U;A;Z;CLUB SOCIAL;CALLE HORNO 3
HUESCA;NUENO;1;1;U;A;Z;AYUNTAMIENTO. NUENO;CALLE FUENTE (LA) (NUENO) S/N
HUESCA;OLVENA;1;1;U;A;Z;SALON DE ACTOS DEL AYUNTAMIENTO;CALLE IGLESIA 1
HUESCA;ONTIENA;1;1;U;A;Z;CENTRO SOCIAL Y POLIVALENTE-PLANTA BAJA;CALLE CALVARIO 1
HUESCA;OSSO DE CINCA;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 5
HUESCA;PALO;1;1;U;A;Z;SALON SOCIAL AYUNTAMIENTO;CALLE MAYOR S/N
HUESCA;PANTICOSA;1;1;U;A;Z;SALON SESIONES AYUNTAMIENTO;CALLE SAN MIGUEL 27
HUESCA;PEALBA;1;1;U;A;Z;BIBLIOTECA MUNICIPAL;CALLE ESCUER S/N
HUESCA;PEAS DE RIGLOS (LAS);1;1;U;A;Z;CASA AYUNTAMIENTO. SANTA MARIA;CALLE MAYOR (SANTA MARIA DE LA PEA) 22
HUESCA;PERALTA DE ALCOFEA;1;1;U;A;Z;CASA CONSISTORIAL-PERALTA DE ALCOFEA;CALLE MAYOR 14
HUESCA;PERALTA DE CALASANZ;1;1;U;A;Z;EDIFICIO SERVICIOS MULTIPLES (PLANTA BAJA);PLAZA MAYOR 1
HUESCA;PERALTILLA;1;1;U;A;Z;BAJOS DEL CENTRO SOCIAL;CALLE MAYOR 22
HUESCA;PERARRUA;1;1;U;A;Z;CASA CONSISTORIAL;CALLE MAYOR S/N
HUESCA;PERTUSA;1;1;U;A;Z;LOCALES DEL AYUNTAMIENTO;PLAZA PARQUE (EL) 1
HUESCA;PIRACES;1;1;U;A;Z;SALON DEL AYUNTAMIENTO;PLAZA MAYOR 1
HUESCA;PLAN;1;1;U;A;Z;SALON DE ACTOS DEL AYUNTAMIENTO;PLAZA MAYOR PLAN 1
HUESCA;POLEINO;1;1;U;A;Z;CONSULTORIO MEDICO DEL CENTRO DE DIA;CALLE MONEGROS S/N
HUESCA;POZAN DE VERO;1;1;U;A;Z;CONSULTORIO MEDICO DE POZAN DE VERO;CALLE CARRETERA 50
HUESCA;PUEBLA DE CASTRO (LA);1;1;U;A;Z;COLEGIO PUBLICO LABITOLOSA;CALLE GRAUS 9
HUESCA;PUENTE DE MONTAANA;1;1;U;A;Z;LOCAL SOCIAL DEL AYUNTAMIENTO;CALLE CARRETERA S/N
HUESCA;PUENTE LA REINA DE JACA;1;1;U;A;Z;NUEVO AYUNTAMIENTO-LOCAL ELECCION;CALLE EL MOLINO 1
HUESCA;PUERTOLAS;1;1;U;A;Z;SALON MUNICIPAL ESCALONA;CALLE CARRETERA S/N
HUESCA;PUEYO DE ARAGUAS (EL);1;1;U;A;Z;CASA CONSISTORIAL. EL PUEYO DE ARAGUAS;CALLE SANTA CRUZ 18
HUESCA;PUEYO DE SANTA CRUZ;1;1;U;A;Z;CENTRO DE REUNION SOCIAL;CALLE FRANCISCO SALAS 8
HUESCA;QUICENA;1;1;U;A;Z;BAJOS DE LA CASA CONSISTORIAL;AVDA LA CANALETA 2
HUESCA;ROBRES;1;1;U;A;Z;ANTIGUAS ESCUELAS MUNICIPALES;PLAZA ZARAGOZA 1
HUESCA;SABIANIGO;1;1;A;A;G;AYUNTAMIENTO DE SABIANIGO;PLAZA ESPAA (DE) 2
HUESCA;SABIANIGO;1;1;B;H;Z;AYUNTAMIENTO DE SABIANIGO;PLAZA ESPAA (DE) 2
HUESCA;SABIANIGO;1;2;A;A;I;CASA DE CULTURA;CALLE PEDRO DE SESE 2
HUESCA;SABIANIGO;1;2;B;J;Z;CASA DE CULTURA;CALLE PEDRO DE SESE 2
HUESCA;SABIANIGO;1;3;A;A;K;EL MOLINO;CALLE MOLINO (DEL) S/N
HUESCA;SABIANIGO;1;3;B;L;Z;EL MOLINO;CALLE MOLINO (DEL) S/N
HUESCA;SABIANIGO;1;4;A;A;I;ANTIGUO INSTITUTO S. ALBERTO MAGNO;CALLE INSTITUTO LABORAL 9
HUESCA;SABIANIGO;1;4;B;J;Z;ANTIGUO INSTITUTO S. ALBERTO MAGNO;CALLE INSTITUTO LABORAL 9
HUESCA;SABIANIGO;1;5;A;A;K;HOGAR DE PERSONAS MAYORES;CALLE ZARAGOZA 1
HUESCA;SABIANIGO;1;5;B;L;Z;HOGAR DE PERSONAS MAYORES;CALLE ZARAGOZA 1
HUESCA;SABIANIGO;1;6;U;A;Z;CENTRO CULTURAL PUENTE SARDAS;CALLE JOAQUIN COSTA 9
HUESCA;SABIANIGO;1;7;A;A;K;CENTRO CULTURAL PUENTE SARDAS;CALLE JOAQUIN COSTA 9
HUESCA;SABIANIGO;1;7;B;L;Z;CENTRO CULTURAL PUENTE SARDAS;CALLE JOAQUIN COSTA 9
HUESCA;SAHUN;1;1;U;A;Z;AYUNTAMIENTO DE SAHUN/ESCUELAS;PLAZA MAYOR 1
HUESCA;SALAS ALTAS;1;1;U;A;Z;BAJOS CASA CONSISTORIAL;CALLE PLAZA 1
HUESCA;SALAS BAJAS;1;1;U;A;Z;NUEVO SALON MULTIUSOS;CALLE MAYOR 29
HUESCA;SALILLAS;1;1;U;A;Z;EDIFICIO DEL CONSULTORIO MEDICO;CALLE BAJA 23
HUESCA;SALLENT DE GALLEGO;1;1;A;A;L;SALON DE ACTOS CASA CONSISTORIAL;CALLE FRANCIA 4
HUESCA;SALLENT DE GALLEGO;1;1;B;M;Z;SALON DE ACTOS CASA CONSISTORIAL;CALLE FRANCIA 4
HUESCA;SAN ESTEBAN DE LITERA;1;1;U;A;Z;SALON DE ACTOS DEL LOCAL SOCIAL;CALLE ESTAO 2
HUESCA;SAN JUAN DE PLAN;1;1;U;A;Z;SALON DE ACTOS-AYUNTAMIENTO;PLAZA MAYOR 1
HUESCA;SAN MIGUEL DEL CINCA;1;1;A;A;Z;CASA CULTURA SALA PLANTA N¼1. POMAR DE CINCA;AVDA MOSEN NICOLAS 1
HUESCA;SAN MIGUEL DEL CINCA;1;1;B;A;Z;SALON DE LA CASA CULTURAL. SANTALECINA;CALLE MAYOR 10
HUESCA;SANGARREN;1;1;U;A;Z;SALON SOCIAL. CASA CONSISTORIAL;PLAZA MAYOR 12
HUESCA;SANTA CILIA;1;1;U;A;Z;SALON DE ACTOS DEL AYUNTAMIENTO;CALLE MAYOR S/N
HUESCA;SANTA CRUZ DE LA SEROS;1;1;U;A;Z;ANTIGUA ESCUELA. AYUNTAMIENTO;PLAZA MAYOR S/N
HUESCA;SANTA MARIA DE DULCIS;1;1;U;A;Z;SALON SOCIAL-HUERTA DE VERO;CALLE MAYOR HUERTA DE VERO 1
HUESCA;SANTALIESTRA Y SAN QUILEZ;1;1;U;A;Z;EDIFICIO DE SERVICIOS MULTIPLES;CALLE LAS ESCUELAS 7
HUESCA;SARIENA;1;1;A;A;K;"COLEGIO PUBLICO ""LA LAGUNA""";CALLE PAZ DE LA 16
HUESCA;SARIENA;1;1;B;L;Z;"COLEGIO PUBLICO ""LA LAGUNA""";CALLE PAZ DE LA 16
HUESCA;SARIENA;1;2;A;A;Z;"BIBLIOTECA PUBLICA MUNICIPAL ""ANTONIO BELTRAN""";PLAZA MEZIN DE 20
HUESCA;SARIENA;1;2;B;A;Z;CENTRO SOCIAL DE SAN JUAN DEL FLUMEN;PLAZA SAN JUAN (P) 4
HUESCA;SARIENA;1;2;C;A;Z;AYUNTAMIENTO.CARTUJA DE MONEGROS;PLAZA ESPAA (CARTUJA) 1
HUESCA;SECASTILLA;1;1;U;A;Z;ANTIGUAS ESCUELAS;CALLE ESCUELA (LA) 3
HUESCA;SEIRA;1;1;U;A;Z;SALON SOCIAL MUNICIPAL DE SEIRA;VIA PIRENAICA 8
HUESCA;SENA;1;1;U;A;Z;CASA MONJAS;PLAZA PADRE PALAU 1
HUESCA;SENES DE ALCUBIERRE;1;1;U;A;Z;CENTRO DE LA TERCERA EDAD;CALLE GOYA S/N
HUESCA;SESA;1;1;U;A;Z;SALA DE ESPERA DE CONSULTORIO MEDICO BAJOS;CALLE MARIANO RIVASES 10
HUESCA;SESUE;1;1;U;A;Z;CENTRO SOCIO-CULTURAL;PLAZA MAYOR 5
HUESCA;SIETAMO;1;1;U;A;Z;ESCUELA INFANTIL DE SIETAMO (BAJOS);CALLE ALTA 23
HUESCA;SOPEIRA;1;1;U;A;Z;AYUNTAMIENTO DE SOPEIRA (PLANTA BAJA);CALLE IGLESIA (LA) 3
HUESCA;SOTONERA (LA);1;1;A;A;Z;CASA CONSISTORIAL DE BOLEA;PLAZA PLAZA MAYOR-BOLEA 1
HUESCA;SOTONERA (LA);1;1;B;A;Z;CONSULTORIO MEDICO;CALLE MAYOR-ANIES 33
HUESCA;TAMARITE DE LITERA;1;1;A;A;K;CASA DE LA VILA;PLAZA ESPAA (DE) 4
HUESCA;TAMARITE DE LITERA;1;1;B;L;Z;CASA DE LA VILA;PLAZA ESPAA (DE) 4
HUESCA;TAMARITE DE LITERA;1;2;U;A;Z;CASA DE LA VILA;PLAZA ESPAA (DE) 4
HUESCA;TAMARITE DE LITERA;1;3;A;A;Z;CASA DE LA VILA;PLAZA ESPAA (DE) 4
HUESCA;TAMARITE DE LITERA;1;3;B;A;Z;LOCAL SOCIAL DE ALGAYON;CALLE ALTORRICON 2
HUESCA;TARDIENTA;1;1;U;A;Z;SALA DE EXPOSICIONES;AVDA JOSE MARIA PELEATO 7
HUESCA;TELLA-SIN;1;1;U;A;Z;AYUNTAMIENTO DE TELLA-SIN;AVDA AINSA 22 B
HUESCA;TIERZ;1;1;U;A;Z;BAJOS DEL ANTIGUO AYUNTAMIENTO DE TIERZ;CALLE BAJA 2
HUESCA;TOLVA;1;1;U;A;Z;BAJOS DE LA CASA CONSISTORIAL- TOLVA;PLAZA MAYOR 3
HUESCA;TORLA-ORDESA;1;1;U;A;Z;GRUPO ESCOLAR. TORLA;CALLE ALABARDEROS S/N
HUESCA;TORRALBA DE ARAGON;1;1;U;A;Z;SALON DE ACTOS DEL AYUNTAMIENTO;PLAZA MAYOR 1
HUESCA;TORRE LA RIBERA;1;1;U;A;Z;CENTRO SOCIO CULTURAL DE TORRE LA RIBERA;CALLE UNICA (TORRE LA RIBERA) 1
HUESCA;TORRENTE DE CINCA;1;1;U;A;Z;LOCAL AYUNTAMIENTO;PLAZA DEL AYUNTAMIENTO 1
HUESCA;TORRES DE ALCANADRE;1;1;U;A;Z;CLUB SOCIAL-CASA CONSISTORIAL;CALLE HUERTA (LA) 6
HUESCA;TORRES DE BARBUES;1;1;U;A;Z;CONSULTORIO MEDICO DE VALFONDA DE SANTA ANA;RONDA MONTE (DEL) 5
HUESCA;TRAMACED;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA ESPAA 4
HUESCA;VALFARTA;1;1;U;A;Z;EDIFICIO MULTIUSOS;CALLE MONEGROS S/N
HUESCA;VALLE DE BARDAJI;1;1;U;A;Z;ESCUELAS AGUASCALDAS;CALLE UNICA (AGUASCALDAS) 1
HUESCA;VALLE DE HECHO;1;1;U;A;Z;GRUPO ESCOLAR DE HECHO;CALLE DOMINGO MIRAL S/N
HUESCA;VALLE DE LIERP;1;1;U;A;Z;AYUNTAMIENTO DE EGEA;CALLE UNICA (EGEA) S/N
HUESCA;VELILLA DE CINCA;1;1;U;A;Z;SALON DE ACTOS DEL AYUNTAMIENTO;PLAZA SAN LORENZO 2
HUESCA;VENCILLON;1;1;U;A;Z;GRUPO ESCOLAR. VENCILLON;CALLE ESCUELAS S/N
HUESCA;VIACAMP Y LITERA;1;1;U;A;Z;LOCAL DEL AYUNTAMIENTO. VIACAMP;CALLE UNICA VIACAMP S/N
HUESCA;VICIEN;1;1;U;A;Z;SALON RECREATIVO MUNICIPAL;PLAZA MAYOR 1
HUESCA;VILLANOVA;1;1;U;A;Z;SALON SOCIAL DEL AYUNTAMIENTO;CALLE EL FORO 5
HUESCA;VILLANUA;1;1;U;A;Z;LOCAL AYUNT.BAJOS ANEXO CONSULT.MEDICO;CALLE INFANZONES 8
HUESCA;VILLANUEVA DE SIGENA;1;1;U;A;Z;EDIFICIO 3»EDAD;CALLE JOTA (LA) S/N
HUESCA;YEBRA DE BASA;1;1;U;A;Z;SALA MULTIUSOS;CALLE ROSERAS 2
HUESCA;YESERO;1;1;U;A;Z;SALON DEL AYUNTAMIENTO;CALLE UNICA 1
HUESCA;ZAIDIN;1;1;A;A;J;CINE MUNICIPAL;AVDA SAN ANTONIO ABAD 23
HUESCA;ZAIDIN;1;1;B;K;Z;CINE MUNICIPAL;AVDA SAN ANTONIO ABAD 23
ZARAGOZA;ABANTO;1;1;U;A;Z;CENTRO SOCIAL;CALLE SAN ISIDRO 4
ZARAGOZA;ACERED;1;1;U;A;Z;CASA CONSISTORIAL;CALLE MEDIO LUGAR 2
ZARAGOZA;AGON;1;1;U;A;Z;AYUNTAMIENTO (OFICINAS);CALLE ARAGON 7
ZARAGOZA;AGUARON;1;1;U;A;Z;ESPACIO JOVEN DE LA CASA DE CULTURA;CALLE CARIENA 4
ZARAGOZA;AGUILON;1;1;U;A;Z;CASA CONSISTORIAL;CALLE BARRANCO 31
ZARAGOZA;AINZON;1;1;A;A;L;C.E.I.P. EL POMILLO;CALLE DEMETRIO GALAN BERGUA 1
ZARAGOZA;AINZON;1;1;B;M;Z;C.E.I.P. EL POMILLO;CALLE DEMETRIO GALAN BERGUA 1
ZARAGOZA;ALADREN;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 18 S
ZARAGOZA;ALAGON;1;1;A;A;K;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;1;B;L;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;2;A;A;K;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;2;B;L;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;3;A;A;G;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;3;B;H;M;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;3;C;N;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;4;A;A;K;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;4;B;L;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALAGON;1;5;U;A;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ZARAGOZA;ALARBA;1;1;U;A;Z;AYUNTAMIENTO;CALLE BAJA 28
ZARAGOZA;ALBERITE DE SAN JUAN;1;1;U;A;Z;ANTIGUAS ESCUELAS;CALLE MAYOR 4
ZARAGOZA;ALBETA;1;1;U;A;Z;SALA POLIVALENTE;CALLE TRINQUETE 1
ZARAGOZA;ALBORGE;1;1;U;A;Z;AYUNTAMIENTO-SALON DE ACTOS;PLAZA ESPAA 3
ZARAGOZA;ALCALA DE EBRO;1;1;U;A;Z;AYUNTAMIENTO-SALON DE ACTOS;PLAZA ESPAA 1
ZARAGOZA;ALCALA DE MONCAYO;1;1;U;A;Z;ESCUELA MIXTA;CALLE PUERTA DEL LUGAR 16
ZARAGOZA;ALCONCHEL DE ARIZA;1;1;U;A;Z;CENTRO CULTURAL;PLAZA VILLARREAL 7
ZARAGOZA;ALDEHUELA DE LIESTOS;1;1;U;A;Z;LOCAL CULTURAL;CALLE IGLESIA (LA) S/N
ZARAGOZA;ALFAJARIN;1;1;A;A;F;SALON CULTURAL ÒLA PORTAZAÓ;PLAZA CULTURA (DE LA) 2
ZARAGOZA;ALFAJARIN;1;1;B;G;M;SALON CULTURAL ÒLA PORTAZAÓ;PLAZA CULTURA (DE LA) 2
ZARAGOZA;ALFAJARIN;1;1;C;N;Z;SALON CULTURAL ÒLA PORTAZAÓ;PLAZA CULTURA (DE LA) 2
ZARAGOZA;ALFAMEN;1;1;A;A;L;COLEGIO PUBLICO;CALLE ALFONSO TIMONEDA 4
ZARAGOZA;ALFAMEN;1;1;B;M;Z;COLEGIO PUBLICO;CALLE ALFONSO TIMONEDA 4
ZARAGOZA;ALFORQUE;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA IGLESIA (DE LA) 1
ZARAGOZA;ALHAMA DE ARAGON;1;1;A;A;K;COLEGIO PABLO DE LUNA;AVDA ARAGON (DE) 19
ZARAGOZA;ALHAMA DE ARAGON;1;1;B;L;Z;COLEGIO PABLO DE LUNA;AVDA ARAGON (DE) 19
ZARAGOZA;ALMOCHUEL;1;1;U;A;Z;AYUNTAMIENTO (SALON DE PLENOS);CALLE ORIENTE 14
ZARAGOZA;ALMOLDA (LA);1;1;U;A;Z;AYUNTAMIENTO;PLAZA ESPAA 9
ZARAGOZA;ALMONACID DE LA CUBA;1;1;U;A;Z;AYUNTAMIENTO;PLAZA MAYOR 1
ZARAGOZA;ALMONACID DE LA SIERRA;1;1;U;A;Z;CASA DE CULTURA (PLANTA CALLE);PLAZA CONSTITUCION (DE LA) 1
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;1;A;A;L;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;1;B;M;Z;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;2;A;A;F;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
ZARAGOZA;ALMUNIA DE DOA GODINA (LA);1;2;B;G;L;PABELLON MULTIUSOS;RONDA CORTES DE ARAGON 3
